Geneid	FL30a	FL30b	FL30c	FS30a	FS30b	FS30c	LL30a	LL30b	LL30c	LS30a	LS30b	LS30c	RL30a	RL30b	RL30c	RS30a	RS30b	RS30c	SL30a	SL30b	SL30c	SS30a	SS30b	SS30c	YL30a	YL30b	YL30c	YS30a	YS30b	YS30c
STE23	2948	3092	2895	6905	8416	6040	3988	2407	4095	3521	6583	7690	2062	2596	2807	5725	3787	4356	2722	3141	2931	3771	5156	4617	2602	2451	2810	3929	3658	4081
RNH1	3301	3303	2685	7855	7385	5440	3106	2279	2631	2023	6137	3612	2858	2588	3361	5796	9484	12731	1924	2767	2448	4168	2698	2296	2684	2312	2466	2638	2314	3404
CAALFM_C602880WA	2690	2727	1588	2087	2433	2272	3107	2807	2348	280	2060	1893	3017	2683	3613	2830	2634	2338	1350	1759	1825	1814	1407	1713	2826	2429	2490	2225	2490	2107
HPD1	389	531	512	45	72	61	91	56	155	2366	180	154	37	47	25	80	52	52	7020	10410	5938	16598	14065	11321	55	153	214	44	106	50
CAALFM_C602900CA	1671	1498	845	485	923	952	986	583	953	91	457	683	1511	1323	1663	1833	548	470	967	1142	1214	1790	988	1440	2820	2181	2293	672	1957	623
POP4	1072	1100	578	330	870	866	658	533	877	90	434	658	1070	986	1048	1734	452	427	578	536	687	1256	764	981	2139	1652	1777	715	1899	647
VPS51	540	497	256	392	322	312	624	486	607	474	511	362	489	528	549	493	533	512	629	679	682	297	384	414	357	277	293	372	416	292
CAALFM_C602930WA	4806	4221	2929	4907	4944	4326	4059	1759	3852	12269	7417	5464	3391	3465	4107	5508	7344	7198	3450	4279	4026	3002	5317	5454	4922	4672	5009	6450	5529	5379
CAALFM_C602940CA	1009	1014	770	3011	3669	3762	1473	993	1505	2897	5354	5098	1702	2023	2179	2159	2946	2177	1251	1383	1155	546	2183	1903	1614	1477	1459	5493	2182	7299
CAALFM_C602950CA	131	100	107	129	136	98	142	103	142	605	254	180	52	66	65	73	215	234	38	55	48	38	59	70	46	49	62	72	56	64
CAALFM_C602960WA	744	791	472	829	1125	1070	780	557	805	187	1093	986	815	857	812	1248	1026	941	435	561	614	580	496	768	1273	1078	1211	1010	1325	891
CAALFM_C602970CA	731	593	405	621	546	469	698	482	480	752	1157	975	531	659	642	961	1083	1206	1227	1145	1139	1462	1897	1288	571	577	683	502	746	529
CAALFM_C602980CA	4932	3310	2433	2533	2654	2278	3981	1347	3088	3363	4202	3824	1857	2603	3048	4861	5153	6983	4772	6020	4721	9358	18155	10598	1805	1597	2009	3434	2816	2664
CAALFM_C602990WA	233	185	143	682	629	700	274	239	235	231	1096	688	390	325	563	1252	1103	1045	222	265	322	610	485	592	1356	1006	1056	888	1922	921
CAALFM_C603000CA	242	222	125	212	178	134	326	198	228	149	316	272	200	222	310	310	380	381	177	211	265	254	197	250	204	135	186	165	276	186
TEL1	2311	2388	1506	2361	2357	2100	2646	1267	2204	906	2707	2590	1895	1615	2317	2599	2339	2279	1515	1990	1873	1561	2096	2570	1961	1918	2124	2364	2348	1935
PEP3	161	161	145	149	110	100	227	248	220	238	226	173	133	135	145	154	206	209	216	262	189	134	218	199	61	55	72	73	96	86
SAP5	9251	9863	2449	171	173	114	3096	2069	2576	134	214	212	621	381	602	85	222	367	2111	2553	1109	62	67	114	84	74	86	47	75	32
CAALFM_C603040CA	664	529	335	988	816	503	1066	461	799	490	1038	713	584	625	854	642	1283	1362	1199	1442	1195	651	1017	896	425	389	384	381	534	311
CAALFM_C603050CA	40	28	38	254	224	131	228	185	159	1137	896	598	33	74	72	64	343	402	232	171	137	58	190	220	5	6	7	18	12	21
PGA60	45	49	77	34	44	16	76	50	82	16	33	24	43	19	47	13	24	28	53	77	89	16	9	27	24	30	22	7	18	10
CAALFM_C603070CA	266	260	202	247	268	218	307	367	271	134	242	226	312	272	275	389	278	278	209	251	261	372	337	369	294	246	261	244	313	175
ADO1	7188	6236	3843	6844	7538	6376	7454	3839	6789	3754	6647	6228	7294	6582	8951	10643	7841	7762	6408	7662	7544	9645	9982	9626	7296	6497	6678	6551	8027	5946
CAALFM_C603090WA	95	91	45	85	146	95	200	88	132	8	53	93	24	20	42	64	101	137	56	79	55	12	13	22	30	39	45	38	100	37
SHE3	13001	12165	7049	4766	4867	4132	11908	6850	11515	545	3839	3464	9338	8549	10258	7843	4841	4718	10640	11714	10480	3376	3156	3425	6669	6084	6307	4305	8053	4737
CAALFM_C603110CA	449	357	212	158	325	391	213	277	453	58	364	371	310	413	304	848	315	341	252	201	298	442	280	403	634	589	634	310	887	271
POL5	4841	4602	3341	3368	4063	4325	2600	1693	3000	469	3006	2999	3272	3652	3725	5771	3109	3052	3395	3479	3644	3549	2648	3387	6453	6067	6305	3767	6172	3528
CAALFM_C603130WA	6142	5498	4395	5568	5749	4963	6430	7408	5750	7988	12040	10865	4673	4642	5951	5869	11724	11071	6624	8101	7505	7063	10227	10794	3417	3094	3249	7920	4703	8378
MDL2	5354	4252	2801	2634	3124	2970	4089	2171	3739	1009	2970	2643	3731	3822	4228	4660	3129	2420	4420	5304	5233	3544	3249	4107	5498	4964	5095	3503	4347	2907
CAALFM_C603150CA	926	764	631	538	544	461	1057	794	969	880	732	512	693	750	921	860	668	624	1052	1139	993	601	569	659	522	423	528	350	423	345
BMT6	1819	1449	734	2078	1706	1576	1773	983	1514	1590	3177	1904	1812	1816	2247	3742	3803	4259	1393	1696	1695	1643	1486	1877	2654	2382	2528	2236	4105	1890
MDR1	28778	84576	95896	821	2739	2385	6018	6784	32059	35	652	1590	4798	13514	2810	6738	1264	845	6492	2168	12955	426	383	843	7425	15501	21748	976	4661	1370
CAALFM_C603180CA	4331	3854	2645	2616	2694	2478	2536	1315	4620	1783	1882	1699	2337	2753	2320	3505	1374	1212	5852	5056	6432	3800	1421	2244	2526	2508	2904	2402	2505	2070
CAALFM_C603200WA	4925	4789	3607	2970	3397	3568	2941	2699	3308	3325	4030	2950	3781	4046	3741	4800	5260	5087	4020	4269	4556	4352	3252	4281	7678	7140	7261	4967	6350	3892
CAALFM_C603210CA	1686	1983	1435	1131	2020	2186	846	765	1299	205	1477	2307	1420	1612	1247	2367	1228	1203	549	519	738	1371	921	1273	2842	2657	2676	1935	2678	1973
CAALFM_C603220WA	1211	1288	734	957	1435	1178	1114	787	1440	116	928	909	1094	1063	1059	1712	796	853	511	552	652	899	407	598	1712	1503	1565	722	1521	717
ARG3	202	188	272	29084	38766	28863	6775	5593	5002	24543	39619	48101	42	49	52	24	104	159	98	98	101	58	47	64	20	45	65	82	91	21
CAALFM_C603240WA	12	28	33	49	82	43	63	64	98	486	87	74	5	3	7	18	9	20	145	219	115	90	544	484	0	2	5	14	5	1
BMT4	61	119	113	1879	2653	2251	142	111	177	462	941	765	478	627	680	1810	1882	2949	61	85	86	83	122	102	1373	1291	1311	1406	2595	2387
CAALFM_C603260WA	705	750	569	2120	2084	1897	1527	1248	1477	5514	4019	2563	726	788	1108	1828	2329	2377	1685	2448	1893	1488	2943	2330	686	604	679	1695	1347	1561
AYR2	499	562	515	749	311	238	1412	1215	1559	2327	1704	989	204	262	346	352	1555	3043	2037	2688	1978	1568	4724	3044	10	15	26	117	39	80
CAALFM_C603280WA	34	31	32	23	22	10	67	61	60	44	28	28	8	11	13	9	21	59	27	26	32	10	12	20	7	4	8	3	10	4
CAALFM_C603290WA	1230	1154	572	1122	982	801	1436	700	1388	1926	1363	1029	1457	1487	1570	1528	1643	1572	1399	1545	1554	1312	2117	1704	1498	1262	1403	1297	1247	1070
CAALFM_C603300CA	1525	1159	934	2210	1737	1345	1852	1018	1539	3519	3426	2174	858	1040	1176	1097	2134	2117	2586	2553	2257	1105	2553	2171	216	211	228	2011	536	1450
CAALFM_C603310WA	1553	1523	869	3688	4891	3393	2545	1825	2200	3265	4114	3041	1415	1485	1730	2301	2265	2936	2641	2657	2636	1544	1125	1746	1642	1429	1411	2123	1987	1643
CAALFM_C603320WA	183	275	216	14206	21924	10723	5034	3555	4027	13761	19427	11525	288	303	441	384	2126	6917	161	243	219	215	544	431	94	114	147	231	199	154
CAALFM_C603330CA	600	548	336	1883	2271	1431	1180	894	1027	1553	2597	2253	554	689	820	1154	1503	1991	649	677	653	645	1007	764	434	404	432	750	579	928
GLC3	997	813	990	6775	3705	2386	2063	1573	2203	16264	9439	5370	693	934	1186	1631	7825	10183	2815	2985	2902	2715	7454	5832	111	119	115	720	208	344
ARP4	2092	1766	1316	1941	2070	1686	1876	1155	1653	804	2741	1995	1610	1841	1882	2167	3062	3213	1553	1565	1680	1642	1718	1787	1675	1461	1610	2238	2149	1784
CAALFM_C603360CA	35	39	58	456	242	158	64	63	64	250	367	178	28	26	23	69	381	373	51	29	39	85	204	140	9	12	7	94	27	52
CAALFM_C603370WA	485	381	344	8390	8474	10861	455	303	677	77134	21225	17714	168	201	219	342	6256	2356	1530	1299	903	568	49308	41967	46	38	48	17614	362	9471
CAALFM_C603380WA	10953	11473	8153	6084	9509	7847	7362	4119	8043	942	7755	7718	9080	9878	10039	15335	9790	8925	7687	7925	8733	10922	8960	9772	14333	13303	14220	10176	14454	9920
CAALFM_C603390WA	3747	4046	3023	5009	6632	5487	2496	1626	2732	408	3256	2859	4052	4788	4321	4615	6497	6785	1681	1632	1852	1725	1619	1975	3019	3019	3368	3650	2982	2779
QCR7	13683	12702	10272	13507	12296	11216	11845	13832	10126	23817	30015	32405	10520	10499	12050	11268	23131	21606	13678	15663	15942	14992	19468	20464	10530	10025	9751	15895	12493	18869
APA2	2619	2730	2317	2390	2777	2377	1912	1522	1926	2859	4256	3333	2089	2525	2411	3870	4467	4703	2148	2317	2326	2385	2678	2824	2344	2216	2536	3925	2752	3616
CAALFM_C603420WA	371	318	429	296	268	184	311	366	298	208	434	364	143	271	192	275	590	685	212	144	177	107	208	203	208	229	225	266	354	251
CAALFM_C603430CA	2665	2517	1287	3290	2793	2071	3500	1248	2501	2278	3286	2782	1984	1913	3037	2726	3117	3028	3234	3973	3373	2139	3991	3288	1940	1709	1894	2699	1916	2798
CAALFM_C603440WA	3688	2965	1739	751	904	1033	1241	881	2256	93	622	546	2574	3037	2439	2761	991	822	1906	1609	2310	3007	984	2393	4932	4649	5218	1399	3192	736
NAM2	2538	1987	1275	1417	1152	1248	1910	944	1939	793	2002	1396	2074	2332	2580	2073	2939	2594	2756	3514	3410	1995	1990	3361	2845	2739	2882	2143	1926	1537
CAALFM_C603460WA	6063	4844	2580	1998	2025	2107	3212	1237	4461	1741	2208	1892	4233	4278	4326	5496	2431	1896	4600	4556	5139	3889	2458	3252	5881	5250	5603	2531	4395	1694
CAALFM_C603470WA	1580	1421	1303	1455	900	785	1900	1529	2281	833	1876	1467	1567	1760	2063	2149	2216	2363	3641	4084	3763	2916	10741	9387	708	582	708	1011	712	673
YMX6	1187	1558	953	970	1404	1333	1211	738	1327	224	820	1077	592	578	683	1447	855	854	422	578	605	755	388	640	1285	1117	1239	1492	1405	1918
SAP1	189	186	165	199	145	125	301	203	327	241	263	178	150	180	191	225	238	266	162	211	186	115	127	151	140	127	151	94	129	139
SAP4	114	118	122	207	176	153	52	35	33	26	27	25	15	19	22	16	20	40	123	123	101	66	175	112	33	23	27	24	51	29
CAALFM_C603520CA	70	65	41	58	39	32	78	77	91	117	105	64	47	67	82	78	76	101	81	72	97	79	72	85	29	26	26	29	41	29
CAALFM_C603530CA	465	510	411	288	366	218	763	712	758	199	472	386	260	356	284	429	311	377	636	546	560	688	398	401	346	380	415	147	347	148
CAALFM_C603540WA	1019	917	712	4917	8470	4186	3398	1825	3300	1870	4441	3789	874	1015	1014	1210	1078	1875	909	907	880	851	452	721	559	677	708	303	508	228
CAALFM_C603550CA	5585	5665	3800	2397	3284	2648	5287	5102	4939	555	2683	2235	5919	5214	5921	4504	3475	3102	3742	4635	4865	4255	3158	3002	8098	7233	7349	2597	5094	2533
POX1	2839	1956	1339	1777	1771	1377	2396	1706	1789	2415	3026	2200	1504	1626	1797	2165	2302	2133	3124	3855	3098	9929	8736	6144	1378	1290	1600	1511	1534	1419
CAALFM_C603570WA	1	2	5	2	4	0	1	1	2	2	6	8	0	1	1	1	1	3	1	1	1	0	1	2	1	1	1	0	2	0
CAALFM_C603580WA	672	450	289	611	460	228	870	404	658	705	673	417	433	509	560	373	714	849	693	718	575	157	407	301	85	65	92	172	135	233
CAALFM_C603590CA	157	137	173	407	409	283	263	260	236	1953	921	643	158	154	198	224	661	905	114	122	130	68	269	222	62	52	61	232	124	203
CAALFM_C603600CA	6	7	18	11	11	6	66	27	48	143	75	63	7	6	9	108	18	51	93	129	83	418	4074	2978	2	7	3	7	9	5
FGR17	92	92	77	166	179	128	157	88	106	673	490	295	107	114	144	233	596	807	57	72	66	70	119	150	105	103	120	165	133	83
CAALFM_C603620CA	835	698	416	635	526	485	1555	963	1335	950	1274	931	588	562	806	710	1059	1056	1013	1398	1361	617	416	744	360	304	358	555	336	466
PAD1	209	197	144	177	133	125	299	294	352	146	432	304	142	161	196	255	496	486	350	472	464	213	128	170	120	118	128	196	132	188
NOG2	13901	17277	12717	3637	9858	10191	3552	4139	8621	276	2764	4634	10712	11086	9200	22622	3657	3472	4485	3249	6215	14120	4336	7955	26197	24376	25918	9753	26989	8594
POP2	2697	2724	2214	1586	1853	1629	2169	1386	2386	1094	1967	1664	2054	2044	2210	3186	2308	1921	2528	2753	2732	2738	2782	2767	1888	1770	2071	2061	2370	1634
CDC50	3123	3034	2004	2237	1794	1304	3290	2121	3218	1481	2400	1673	2103	2010	2447	2288	2223	2272	3088	3740	3279	1510	2013	1784	1708	1512	1729	1440	1839	1580
ALS5	2011	1696	1035	1044	1177	1103	1469	589	1299	250	831	782	1463	1532	1653	1638	1334	1194	1454	1585	1672	1280	967	1152	1390	1532	1814	846	1125	640
ALS1	489330	522119	340737	338681	376186	369801	260061	107725	410220	23591	118018	178606	361928	335924	355701	506114	153408	117639	454780	476858	475807	374616	216444	392270	170822	143408	172522	203082	269521	168805
ALS9	652	722	421	720	767	793	718	342	773	830	784	648	720	757	800	1099	1037	1002	453	608	587	660	449	753	1192	1148	1230	673	883	476
ALA1	21470	20114	13626	20015	24204	19698	19112	9518	16421	3604	20378	19611	19523	18815	22070	26248	17395	15266	17183	21208	20595	20909	19719	22420	28939	27235	27723	21229	23112	21755
CAALFM_C603730CA	6657	5747	4122	3580	3660	3623	4131	2898	4103	602	4361	3644	5088	6015	5744	5557	6869	6199	6049	6564	6949	5740	6088	7827	7771	7343	7275	5976	5782	5138
CAALFM_C603740WA	261	250	214	127	135	90	181	225	196	149	180	151	181	255	265	197	156	174	201	218	189	102	124	108	150	101	128	95	115	109
SBA1	1285	1741	1288	1536	1286	1090	1624	2393	2433	4475	3143	2593	1239	1707	1404	1338	1985	1972	1865	1706	1923	595	648	1115	551	458	514	1721	496	1998
SHM2	8594	8855	7226	13419	18628	20091	17688	15134	15932	16749	50231	39403	26708	18538	22271	31271	88029	90659	4758	6173	6582	13382	11672	18633	4552	4753	5467	7703	5881	3478
ORM1	3146	2560	1817	1973	1740	1328	2607	2235	2580	4916	2479	2493	1696	1878	1657	2772	1558	1546	4205	3674	3404	2454	3365	3090	1232	1311	1495	1607	1572	1595
CAALFM_C603780CA	692	589	703	1699	1303	904	1321	845	1412	3291	2523	2123	420	595	651	1185	1017	1308	1418	1431	1217	1330	1834	1527	132	114	186	624	253	732
HGT10	572	570	733	329	255	185	166	68	278	1633	2376	2987	2322	2691	2412	6949	3131	2070	820	626	1682	6104	2741	3680	8205	7585	8050	4292	4853	7931
CAALFM_C603800CA	3397	2599	2015	3263	4179	3633	2965	2296	3018	3892	4940	3953	2283	3695	2767	2006	3353	2784	3872	3102	3758	1855	2627	2760	2673	2860	3338	5824	1688	4194
CAALFM_C603810WA	426	401	183	343	407	323	624	385	587	2425	671	578	502	585	566	631	639	750	550	538	582	491	882	944	522	499	493	417	676	356
CAALFM_C603820CA	1000	866	882	891	727	629	1110	1061	1041	3551	1688	1216	716	819	942	726	1627	1865	1127	1314	1169	857	1863	1674	225	243	255	644	488	581
SAL6	10655	10567	9957	4103	4705	3786	5223	2748	8025	4161	3487	3505	4322	5867	4582	7014	3695	4343	9260	8282	8285	6305	6927	6318	5355	6128	7167	3094	6378	3280
SNQ2	14862	13237	11894	5145	9314	7747	7226	2447	6967	1791	8246	12380	5118	5133	5916	18967	3313	2128	3074	3906	4140	4463	4431	6753	53323	54016	66766	25446	39602	24489
IHD1	105189	111920	50730	6591	5489	4399	88022	95327	130870	1502	3961	4424	43731	35560	46742	16939	2490	2376	99342	103852	99786	12402	4183	8742	5424	4345	5354	2687	4619	1409
PGA61	407	308	162	81	59	50	375	354	332	11	65	50	228	179	208	109	105	97	323	381	280	102	24	55	82	55	65	20	51	24
tA(UGC)2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
CAALFM_C603880WA	43	77	45	37	33	39	68	71	87	775	212	122	15	26	24	53	86	109	240	366	225	113	164	237	16	24	20	48	22	37
SKI8	1609	1891	1234	1619	1416	1333	1751	1174	1633	847	1908	1414	1745	1521	1976	1987	2315	2078	1516	1995	2092	1820	1862	2037	1337	1197	1358	1454	1377	1203
NUP82	2849	2672	1514	2833	2805	2544	2780	1691	2470	2902	4289	3040	2804	2555	3427	3834	4288	4058	2534	3004	3100	2445	2974	3550	2735	2342	2371	3256	3302	2612
CAALFM_C603910CA	720	863	552	652	856	679	616	545	794	550	699	660	611	587	641	814	731	799	563	557	545	507	532	501	682	590	648	621	787	608
SNF4	6040	6153	4481	5408	5086	3875	6124	5603	6349	8553	7250	5805	3928	4127	4530	5302	4877	5002	5533	6363	5766	3538	6332	4597	2372	2324	2902	3714	3180	4186
OPT8	7167	8791	7149	399	635	614	902	1280	5916	262	395	458	1112	3027	593	1831	456	360	2357	638	2856	944	345	516	1468	4124	6007	429	1245	288
PBP2	6473	7307	4487	4548	4387	4971	3922	2650	6743	1900	4507	3977	5606	5582	5027	11064	5686	4661	5209	4933	6363	6237	3386	5289	7992	6934	7333	7659	8702	6212
CAALFM_C603950CA	1646	1053	744	1234	1504	1238	1653	1302	1799	1112	1797	1296	958	1207	915	1101	1741	1718	1156	1227	1148	804	1097	1045	656	652	796	477	624	529
CAALFM_C603960WA	3801	3649	2586	4678	3319	3525	7690	6240	7929	9447	9609	5815	2556	2829	3751	4672	5942	6836	9581	12413	9678	5834	7537	8587	814	679	851	1636	1262	1269
CAALFM_C603990CA	269	200	67	757	687	526	465	71	325	224	867	505	467	403	629	823	724	749	386	535	426	254	425	409	851	586	590	572	851	1032
ALG2	1722	1605	1312	847	1078	842	1740	1268	1500	1111	1366	1021	1243	1338	1641	1509	1739	1933	1314	1535	1465	1002	1223	1267	917	738	790	844	1002	762
RVS167	3772	4151	2616	3591	2911	2820	3874	2151	4888	7524	4604	3389	3311	2794	3569	3813	5008	4883	4231	4643	4664	3022	2924	3518	2022	1701	1859	2389	2566	1997
CAALFM_C604050WA	117	109	29	614	439	489	159	4	51	240	753	731	189	234	322	125	637	566	240	272	217	95	378	293	224	254	261	582	74	642
CAALFM_C604060WA	2613	2260	1217	1884	2280	2150	2385	1560	2070	791	2696	2447	2439	2629	2873	3244	2166	2313	2304	2165	2312	2527	2676	2850	2638	2325	2574	2444	2640	2342
CAALFM_C604070CA	407	359	410	124	223	158	187	205	243	37	183	171	160	235	129	293	179	219	93	56	111	117	147	138	245	301	312	187	330	127
CAALFM_C604080WA	7991	7765	5963	7433	9397	9067	5689	4048	5678	6290	9146	9812	6899	7189	7608	12541	8650	8365	5405	6513	6591	8939	7242	8213	14065	12429	13020	9455	11577	10364
CAALFM_C604100WA	9192	9271	5824	4976	4398	3571	11076	5976	10713	3139	7638	4993	6554	7273	9381	6483	8897	8278	11989	14942	14055	5486	13020	11717	4296	3859	4214	4601	4065	3667
CAALFM_C604110WA	1971	1660	1368	2446	2159	1512	4199	1889	3466	10840	5090	3692	1248	1305	1535	1940	3255	3279	2149	2728	2572	1002	2594	2657	1023	924	1017	1709	1529	1511
CAALFM_C604120CA	465	344	151	1200	940	834	622	201	417	827	1500	1040	483	533	643	414	1620	1692	614	665	635	374	936	866	696	572	521	1023	670	919
ALS4	3362	3024	2463	14641	15025	11372	2576	741	3649	16459	22497	14269	8120	6483	6824	63294	13448	14444	5201	5335	6903	30457	8873	8441	6172	4494	5098	14911	13877	14246
CAALFM_C604140CA	2913	2166	1034	1569	1357	1020	2028	1027	2771	664	1322	1266	3563	4051	3503	5274	1653	1714	3680	2741	3729	3144	1919	2044	4348	3871	4054	1124	3671	1262
CAALFM_C604150WA	6	4	2	4	3	6	4	3	3	2	7	18	6	3	9	7	9	11	4	3	4	4	6	4	3	3	7	6	5	4
SPB1	11009	13466	9561	6748	14421	13745	3436	2105	5701	446	4863	7426	9921	9995	9553	21561	5667	5181	2821	2758	4796	13809	6146	9655	23387	21721	22200	10687	20667	10455
SEC5	1060	742	498	1371	931	787	990	583	1022	3367	1952	1637	645	966	885	864	1686	1931	1355	1261	1290	702	2019	1635	429	438	393	920	531	951
CAALFM_C604180WA	3380	3208	1663	2398	4138	4258	2321	1393	1731	7239	3740	5430	3090	3502	3733	3778	3100	2494	2296	2602	2662	3214	4424	5987	4983	4647	4437	6570	4233	7260
CAALFM_C604190CA	429	408	415	344	458	249	539	377	354	353	747	498	415	465	553	355	903	940	352	374	409	307	732	562	410	400	475	347	439	469
CAALFM_C604200CA	25	20	27	176	210	145	58	61	74	2382	730	514	27	41	25	129	286	241	280	390	330	915	1671	2360	41	54	31	249	67	234
ATM1	1253	1212	1219	1985	3483	1810	2492	1419	2034	2994	2103	2103	792	899	1029	709	745	1049	1433	1562	1350	1220	1621	1590	300	292	302	345	371	198
HBR2	1394	1827	2001	4791	4166	3193	2191	2106	2500	14953	9583	6135	1492	2001	1897	1842	6845	7967	8760	8805	8249	4511	9918	10769	663	732	826	2545	977	1720
CAALFM_C604230WA	653	889	684	288	421	333	367	257	572	115	240	284	134	189	121	263	310	332	337	320	392	195	132	190	270	479	508	213	391	200
CAALFM_C604240WA	827	686	395	306	538	541	356	344	622	85	407	435	690	816	603	907	504	470	389	340	423	649	346	534	941	903	912	652	1049	584
CAALFM_C604250WA	8820	8944	6485	8827	8483	7589	7636	7794	8037	13148	13463	9465	7605	6645	7495	9322	16843	14687	9620	11982	11420	11171	12678	14077	9163	8220	8194	13991	9761	12026
CAALFM_C604260CA	616	690	524	663	937	969	438	541	491	291	1027	1272	656	582	705	983	1015	945	275	309	359	610	375	538	920	789	856	1101	1061	1182
CDC39	11447	10564	6858	9718	10566	8578	10353	4242	9493	5946	10531	9255	8230	8879	10104	12573	8612	7848	10069	11437	10400	8457	10987	10809	9880	9399	10684	11410	10245	11233
CAALFM_C604280WA	3824	4049	3048	3127	2951	2497	4718	2853	4067	3016	5526	3924	2880	2839	3492	3668	4003	4022	3745	4384	4151	2625	2668	2676	2217	2099	2114	2451	2156	2619
CAALFM_C604290WA	6833	6933	4041	2722	2924	2792	5391	3976	6732	945	2765	2237	6496	6360	6887	6333	3678	3200	6139	6350	6983	4669	2594	3768	6427	5816	5795	3380	5294	2787
CAALFM_C604300WA	830	660	493	387	470	414	650	312	681	745	641	495	668	782	648	865	582	651	622	652	706	853	498	539	846	801	788	348	688	300
PEX11	146	118	126	155	88	73	211	248	274	11836	1376	1048	120	226	148	590	439	763	5177	4908	5363	13676	12162	10146	43	38	29	49	50	66
CAALFM_C604320CA	99	126	54	19	65	73	62	57	72	19	48	71	94	118	125	119	70	60	53	64	66	42	47	51	134	112	122	49	93	45
NOP8	4387	5165	3463	1457	3767	3776	1306	972	2506	324	1793	3186	3424	3861	3274	6409	1823	1747	1168	995	1729	4328	1770	3286	7146	6212	6495	2522	6560	2457
CAALFM_C604340WA	1912	1679	1315	1323	1195	933	1610	892	1693	1795	2383	1670	1037	1345	1313	1376	2305	2459	1143	1091	1368	656	836	958	1011	989	999	1313	1423	1188
FLO8	5915	3968	1683	4055	3443	3025	4943	1011	5757	1438	3800	3030	5730	5398	5719	8028	4978	3800	7002	6480	6904	4937	3269	4082	4315	3773	4334	4089	3848	4024
GLE2	2895	2790	1855	1796	2105	1896	2008	1449	1996	1150	2312	1714	2359	2424	2795	2499	3430	3363	1935	2168	2195	1418	1521	1901	2491	2271	2353	2705	2402	2326
CAALFM_C604370WA	1447	1115	777	958	779	640	1067	647	971	648	1139	926	773	1161	959	945	1486	1690	1046	1005	993	782	1067	1020	839	764	878	655	765	777
ALS2	6020	5884	4824	7424	6555	5607	3637	202	5438	5946	7918	5367	6275	5365	6008	27320	5631	6271	9836	10472	12133	12659	3965	4567	2906	2263	2701	5861	6005	5204
CAALFM_C604400WA	441	461	285	327	242	163	696	791	677	336	375	296	268	317	413	320	390	383	548	690	509	233	232	271	184	136	171	225	344	278
CAALFM_C604410CA	2171	1927	1220	1740	1107	766	3048	1005	2837	1641	1985	1354	1307	1252	1824	1553	2054	1943	2603	3334	2662	1062	1186	1266	889	716	845	1109	1360	1527
CAALFM_C604420WA	9067	12466	6695	1316	1107	913	7005	9535	7081	3672	788	652	3372	2873	3812	473	774	1221	4731	6212	4013	266	593	467	862	829	958	541	2144	723
